question,answer,source_utterance,source_context,source_label
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PENNY: You know, Sheldon, I used to cut my brother's hair. 
I could do it for you.
  SHELDON: Penny, I know you mean well, offering the skills of the hill folk, but, um,
  SHELDON: here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde...
  LEONARD: Sheldon, be nice.

Target statement: ""I'm sorry, it's the bad boy attitude that comes with this hair.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"I'm sorry, it's the bad boy attitude that comes with this hair.","[""You know, Sheldon, I used to cut my brother's hair. \nI could do it for you."", ""Penny, I know you mean well, offering the skills of the hill folk, but, um,"", ""here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde..."", ""Sheldon, be nice.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: Wrong. Leonard?
  LEONARD: Horse, but mostly just for the height.
  LEONARD: A little bit for the genital girth.
  SHELDON: Wrong, and let's keep it clean, shall we?
  HOWARD: Kangaroo, uh, I'd be Kanga-Jew.
  HOWARD: The first of my people to dunk a basketball.

Target statement: ""Also instead of just living in your mother's house, you could actually live inside her body.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Also instead of just living in your mother's house, you could actually live inside her body.","[""Wrong. Leonard?"", ""Horse, but mostly just for the height."", ""A little bit for the genital girth."", ""Wrong, and let's keep it clean, shall we?"", ""Kangaroo, uh, I'd be Kanga-Jew."", ""The first of my people to dunk a basketball.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RAJ: This man became my whole world.
  PERSON: Yeah, nice speech, Francine.
  RAJ: I'm not done, but thank you.
  RAJ: I think back....

Target statement: ""...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.","[""This man became my whole world."", ""Yeah, nice speech, Francine."", ""I'm not done, but thank you."", ""I think back....""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: after you had a snootful of this, laddie!
  BERNADETTE: Funny.
  BERNADETTE: You boys have a nice time?
  HOWARD: Yeah, it was great.
  HOWARD: Low-key, like I promised. 
No hanky-panky, no strippers.
Just the guys telling jokes.
  BERNADETTE: That's nice.

Target statement: ""How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.","[""after you had a snootful of this, laddie!"", ""Funny."", ""You boys have a nice time?"", ""Yeah, it was great."", ""Low-key, like I promised. \nNo hanky-panky, no strippers.\nJust the guys telling jokes."", ""That's nice.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: and she makes me Froot Loops.
  PERSON1: Go with gay story, people are more accepting of that.
  PERSON2: Actually, Froot Loops just got married to a girl.
  PERSON1: Congratulations.
  HOWARD: Thanks, we decided to do it before the launch.
  PERSON1: You and Mrs. Loops have a big wedding?

Target statement: ""Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.","[""and she makes me Froot Loops."", ""Go with gay story, people are more accepting of that."", ""Actually, Froot Loops just got married to a girl."", ""Congratulations."", ""Thanks, we decided to do it before the launch."", ""You and Mrs. Loops have a big wedding?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: ""Release the Kraken."" That never gets old.
  SHELDON: ""Release the Kraken!"" Oh, chills.
  SHELDON: Besides, I'm having dinner with Amy.
  RAJ: Oh, okay. I'll just go home and be alone.
  RAJ: W-Which is cool.
I eat alone, I sleep alone, I cry alone, so...
Cool.

Target statement: ""Darn. If you weren't busy, I'd ask you to join us.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Darn. If you weren't busy, I'd ask you to join us.","[""\""Release the Kraken.\"" That never gets old."", ""\""Release the Kraken!\"" Oh, chills."", ""Besides, I'm having dinner with Amy."", ""Oh, okay. I'll just go home and be alone."", ""W-Which is cool.\nI eat alone, I sleep alone, I cry alone, so...\nCool.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: You know, joking, kidding around, hurting feelings.
  SHELDON: Okay, my turn. 
Let me talk to him.
  LEONARD: Go ahead.
  SHELDON: 2311 North Los Robles Avenue, Pasadena, California to International Space Station.
Can you read me? Over.
  HOWARD: (imitates walkie-talkie static) Yes, I read you, Sheldon.
  SHELDON: Copy that. Over. (imitates walkie-talkie static)
  LEONARD: What are you doing?

Target statement: ""I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,"[""You know, joking, kidding around, hurting feelings."", ""Okay, my turn. \nLet me talk to him."", ""Go ahead."", ""2311 North Los Robles Avenue, Pasadena, California to International Space Station.\nCan you read me? Over."", ""(imitates walkie-talkie static) Yes, I read you, Sheldon."", ""Copy that. Over. (imitates walkie-talkie static)"", ""What are you doing?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: My tongue won't go as far forward as it used to.
  LEONARD: Maybe your tongue is shrinking.
  SHELDON: Nope.
  SHELDON: Oh, you have no idea how annoying this is.

Target statement: ""I'm starting to get a sense of it.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I'm starting to get a sense of it.,"[""My tongue won't go as far forward as it used to."", ""Maybe your tongue is shrinking."", ""Nope."", ""Oh, you have no idea how annoying this is.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  AMY: You slept with him?
  PENNY: I didn't know what else to do.
He had those big, sad eyes.
  BERNADETTE: Oh, sure, you had no choice.
  PENNY: He looked at me like this.

Target statement: ""Well, if that's all it takes, it's a good thing you don't have a dog.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Well, if that's all it takes, it's a good thing you don't have a dog.","[""You slept with him?"", ""I didn't know what else to do.\nHe had those big, sad eyes."", ""Oh, sure, you had no choice."", ""He looked at me like this.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: There are some charts in the back where I kept track of shape, color and consistency.
  PENNY: Disgusting.
  LEONARD: No, what's disgusting is he's still keeping track.
  PENNY: Why do you need all this stuff...?
  LEONARD: No, no, no, no... Sorry!
  SHELDON: I am glad you asked.
  SHELDON: Yeah, are you familiar with the Higgs boson?

Target statement: ""Of course, it is... it's been in the news. And it's a very famous boson.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Of course, it is... it's been in the news. And it's a very famous boson.","[""There are some charts in the back where I kept track of shape, color and consistency."", ""Disgusting."", ""No, what's disgusting is he's still keeping track."", ""Why do you need all this stuff...?"", ""No, no, no, no... Sorry!"", ""I am glad you asked."", ""Yeah, are you familiar with the Higgs boson?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: the paper was rejected, but recently, he was proven right.
  SHELDON: And now he's on the fast track to win a Nobel prize.
  PENNY: Yeah, that's basically what I said.
  SHELDON: The point is Higgs is being celebrated for work he did 50 years ago, so that got me thinking,
  SHELDON: perhaps I've already hit upon the idea that will win me my Nobel prize.

Target statement: ""I didn't know they gave Nobel prizes for making boom-boom in the potty.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I didn't know they gave Nobel prizes for making boom-boom in the potty.,"[""the paper was rejected, but recently, he was proven right."", ""And now he's on the fast track to win a Nobel prize."", ""Yeah, that's basically what I said."", ""The point is Higgs is being celebrated for work he did 50 years ago, so that got me thinking,"", ""perhaps I've already hit upon the idea that will win me my Nobel prize.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: This will interest you. And, Penny, feel free to paint your nails.
  LEONARD: What do you got?
  SHELDON: I believe Alex may have unearthed the grade school science project that could be my ticket to the Nobel Prize.
  SHELDON: Behold.
  LEONARD: ""Magnets: What Do They Stick To?"" If the answer is ""metal,"" it's not exactly groundbreaking.

Target statement: ""The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.","[""This will interest you. And, Penny, feel free to paint your nails."", ""What do you got?"", ""I believe Alex may have unearthed the grade school science project that could be my ticket to the Nobel Prize."", ""Behold."", ""\""Magnets: What Do They Stick To?\"" If the answer is \""metal,\"" it's not exactly groundbreaking.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: in town were starting to say I was a witch.
  PERSON: Sheldon thinks the approach in this paper might change the way we calculate ferromagnetic hysteresis.
  PENNY: Oh, it's about time. I hated the old way.
  PENNY: Hi. I'm Penny.
  PERSON: Alex.
Uh, do you work with Dr. Hofstadter?
  PENNY: In a way.

Target statement: ""We've kind of been involved in a five-year experiment.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,We've kind of been involved in a five-year experiment.,"[""in town were starting to say I was a witch."", ""Sheldon thinks the approach in this paper might change the way we calculate ferromagnetic hysteresis."", ""Oh, it's about time. I hated the old way."", ""Hi. I'm Penny."", ""Alex.\nUh, do you work with Dr. Hofstadter?"", ""In a way.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: Uh, do you work with Dr. Hofstadter?
  PENNY: In a way.
  PENNY: We've kind of been involved in a five-year experiment.
  PERSON: Oh. Well, you're lucky. He seems very talented.
And I'm sure a lot of people want to work with him.
  PENNY: Well, a lot of people can't.
  PENNY: Uh, hey.
  LEONARD: Where are we going?

Target statement: ""My limbic system wants to take your pants off.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,My limbic system wants to take your pants off.,"[""Uh, do you work with Dr. Hofstadter?"", ""In a way."", ""We've kind of been involved in a five-year experiment."", ""Oh. Well, you're lucky. He seems very talented.\nAnd I'm sure a lot of people want to work with him."", ""Well, a lot of people can't."", ""Uh, hey."", ""Where are we going?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: or Leonard's gym membership.
  RAJ: We're not kicking him out. 
Stuart and I have become good friends.
  SHELDON: Okay, one vote for, one vote against.
Leonard, you're the tiebreaker.
  LEONARD: I don't have a problem with Stuart.
Besides, he gives us a 20% discount at his comic book store.
  SHELDON: Well, I don't sell my friendship that cheaply.
  PERSON: I can go 30.
  SHELDON: Welcome aboard, old chum.

Target statement: ""Okay, the NASA Web site says Howard's final descent has begun.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Okay, the NASA Web site says Howard's final descent has begun.","[""or Leonard's gym membership."", ""We're not kicking him out. \nStuart and I have become good friends."", ""Okay, one vote for, one vote against.\nLeonard, you're the tiebreaker."", ""I don't have a problem with Stuart.\nBesides, he gives us a 20% discount at his comic book store."", ""Well, I don't sell my friendship that cheaply."", ""I can go 30."", ""Welcome aboard, old chum.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RAJ: Oh, look at you.
You, you look like you grew.
  HOWARD: Yeah.
The lack of gravity did decompress my spine, so I'm like an inch and a half taller.
  HOWARD: I'm going to the DMV tomorrow to get my license changed before I shrink back.
  RAJ: Oh, uh, come in, come in.
  RAJ: Oh, I, uh, I didn't think I was going to get to see you until tomorrow.

Target statement: ""Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.","[""Oh, look at you.\nYou, you look like you grew."", ""Yeah.\nThe lack of gravity did decompress my spine, so I'm like an inch and a half taller."", ""I'm going to the DMV tomorrow to get my license changed before I shrink back."", ""Oh, uh, come in, come in."", ""Oh, I, uh, I didn't think I was going to get to see you until tomorrow.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.
  RAJ: Wait, your, your mother is sleeping with your dentist?
  HOWARD: Former dentist.
I need a new one now that I know where his hands have been.
  RAJ: So you're wandering all around by yourself?
That's not the kind of hero's welcome an astronaut should come home to.

Target statement: ""It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.","[""Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist."", ""Wait, your, your mother is sleeping with your dentist?"", ""Former dentist.\nI need a new one now that I know where his hands have been."", ""So you're wandering all around by yourself?\nThat's not the kind of hero's welcome an astronaut should come home to.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: Wow, so you guys are like buds now?
  RAJ: Oh, yeah, we hang out all the time.
  PERSON: Plus, he doesn't have a girlfriend, I don't have a girlfriend.
  RAJ: It's like we both had these holes in our lives, but now we fill each other's holes.

Target statement: ""that sounds a little funny to an American ear.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,that sounds a little funny to an American ear.,"[""Wow, so you guys are like buds now?"", ""Oh, yeah, we hang out all the time."", ""Plus, he doesn't have a girlfriend, I don't have a girlfriend."", ""It's like we both had these holes in our lives, but now we fill each other's holes.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: Oh, hey, Stuart, I got you a little souvenir from my trip to space.
  PERSON: Well, Howard, that's very nice of you.
  LEONARD: Yeah, maybe. Open it first.
  HOWARD: It's my official NASA portrait.

Target statement: """"To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""","[""Oh, hey, Stuart, I got you a little souvenir from my trip to space."", ""Well, Howard, that's very nice of you."", ""Yeah, maybe. Open it first."", ""It's my official NASA portrait.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: It was a compromise. I lost.
  RAJ: Can you believe Stuart's walking around taking credit for this party?
  HOWARD: Who cares?
  RAJ: What do you mean ""who cares""? Look at what I pulled off here.
The deejay's on fire, there's a Tardis photo booth in the back room, and, oh, my God, the food!
  RAJ: Stuart wanted Kraft Draculoni and cheese.

Target statement: ""You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!","[""It was a compromise. I lost."", ""Can you believe Stuart's walking around taking credit for this party?"", ""Who cares?"", ""What do you mean \""who cares\""? Look at what I pulled off here.\nThe deejay's on fire, there's a Tardis photo booth in the back room, and, oh, my God, the food!"", ""Stuart wanted Kraft Draculoni and cheese.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: What do you think?
  AMY: Can I speak to you for a second?
  SHELDON: I'll be right back.
  SHELDON: Feel free to play with yourself.
  AMY: I don't care for your friend, he's being rude to me.
  AMY: You need to ask him to leave.

Target statement: ""Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.","[""What do you think?"", ""Can I speak to you for a second?"", ""I'll be right back."", ""Feel free to play with yourself."", ""I don't care for your friend, he's being rude to me."", ""You need to ask him to leave.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: You are now the only woman in my life who I'll see naked in the bathroom.
  BERNADETTE: I know this wasn't easy.
You doing okay?
  HOWARD: Oh, I'm fine.
It's just her I'm worried about.
  BERNADETTE: Aw, she'll be okay.
She's a grown woman.
  HOWARD: I know. 
It's just ever since my dad left, I've felt responsible for her.
  BERNADETTE: That's a lot for a kid to deal with.

Target statement: ""She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.","[""You are now the only woman in my life who I'll see naked in the bathroom."", ""I know this wasn't easy.\nYou doing okay?"", ""Oh, I'm fine.\nIt's just her I'm worried about."", ""Aw, she'll be okay.\nShe's a grown woman."", ""I know. \nIt's just ever since my dad left, I've felt responsible for her."", ""That's a lot for a kid to deal with.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: There it is again.
Do you kiss your mother with that mouth?
  SHELDON: Oh, well, I'm sorry for your loss.
- Oh! - Good night, sir.
  SHELDON: Unbelievable.
He says Wolowitz deserves my spot because he's a high-profile asset to the university.
  LEONARD: Well, he's not wrong.
Howard did go to the International Space Station.

Target statement: ""Yeah, that was five weeks ago. How much longer is he gonna milk that cow?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?","[""There it is again.\nDo you kiss your mother with that mouth?"", ""Oh, well, I'm sorry for your loss.\n- Oh! - Good night, sir."", ""Unbelievable.\nHe says Wolowitz deserves my spot because he's a high-profile asset to the university."", ""Well, he's not wrong.\nHoward did go to the International Space Station.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PENNY: Damn.
  AMY: Well, at least when we do make love, Sheldon won't be thinking about his mother.
  AMY: And yes, that is a cleverly veiled reference to Howard's lifelong obsession to crawl back into her spacious womb.

Target statement: ""Anyway, to this day, I still can't see a box of crayons without crossing my legs.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Anyway, to this day, I still can't see a box of crayons without crossing my legs.","[""Damn."", ""Well, at least when we do make love, Sheldon won't be thinking about his mother."", ""And yes, that is a cleverly veiled reference to Howard's lifelong obsession to crawl back into her spacious womb.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: (thermometer beeps) 102.2.
(coughs)

Target statement: ""Exactly what it was half an hour ago. It's like you're not even trying to get better.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Exactly what it was half an hour ago. It's like you're not even trying to get better.,"[""(thermometer beeps) 102.2.\n(coughs)""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: Do you really think you should be drinking right now?
  RAJ: How else am I supposed to talk to the Human Resources lady?
  HOWARD: I don't know. Seek professional help?

Target statement: ""I did. The guy at the liquor store said this stuff tastes great in coffee.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,I did. The guy at the liquor store said this stuff tastes great in coffee.,"[""Do you really think you should be drinking right now?"", ""How else am I supposed to talk to the Human Resources lady?"", ""I don't know. Seek professional help?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: What if we were to get in a car with a crazy person?
  LEONARD: Look at us, Sheldon.
We're the crazy people.
  SHELDON: Well, perhaps we should hold up a sign that assures passing motorists of our mental competence.
  HOWARD: Good idea.
Why don't you get started on that?

Target statement: ""Come on, let's just start walking. There's got to be a gas station or something nearby.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Come on, let's just start walking. There's got to be a gas station or something nearby.","[""What if we were to get in a car with a crazy person?"", ""Look at us, Sheldon.\nWe're the crazy people."", ""Well, perhaps we should hold up a sign that assures passing motorists of our mental competence."", ""Good idea.\nWhy don't you get started on that?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: Hello.
  SHELDON: Uh, four glasses of water, please.
  SHELDON: Anything for you guys?
  LEONARD: Can I use your phone? 
Our car got stolen.

Target statement: ""Why don't you ask Scotty to beam you up?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Why don't you ask Scotty to beam you up?,"[""Hello."", ""Uh, four glasses of water, please."", ""Anything for you guys?"", ""Can I use your phone? \nOur car got stolen.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RAJ: Here you go.
  HOWARD: Great. Come on in.
  RAJ: What, you don't say thank you?
  HOWARD: It's my suitcase.
I lent it to you two years ago.
  RAJ: Well, then, I should tell you I broke the wheel and the handle.
  RAJ: So, is everyone from Bernadette's company going to Vegas?

Target statement: ""No, just me, her and a couple of the big wigs. It's part of a bonus she got.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.","[""Here you go."", ""Great. Come on in."", ""What, you don't say thank you?"", ""It's my suitcase.\nI lent it to you two years ago."", ""Well, then, I should tell you I broke the wheel and the handle."", ""So, is everyone from Bernadette's company going to Vegas?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: to rebrand the stuff as a cure for constipation.
  RAJ: Way to make lemonade.
You know, from around the corner where fudge is made.
  HOWARD: Hey, I got a favor to ask.
  RAJ: Sure.
  HOWARD: My mom's been kind of an emotional wreck since that dentist she was dating dumped her.

Target statement: ""Dumped her? What, did he use a forklift?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Dumped her? What, did he use a forklift?","[""to rebrand the stuff as a cure for constipation."", ""Way to make lemonade.\nYou know, from around the corner where fudge is made."", ""Hey, I got a favor to ask."", ""Sure."", ""My mom's been kind of an emotional wreck since that dentist she was dating dumped her.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  LEONARD: I swear, that man is the most egotistical, insufferable human being I have ever met.
  PENNY: Yeah, but you two make such a cute couple.

Target statement: ""Like Burt and Ernie. You guys even teach me stuff about words and numbers.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,"[""I swear, that man is the most egotistical, insufferable human being I have ever met."", ""Yeah, but you two make such a cute couple.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: Rajesh!
You up?
You ready for breakfast?
  RAJ: Oh, boy. Breakfast.
  HOWARD: Okay, Raj, listen to me.
You need to get out of there.
  RAJ: But I have a cream sherry hangover and I smell blintzes.
  HOWARD: If you don't leave now, she'll use food and guilt to keep you there for the rest of your life.
  RAJ: Oh, Howard, stop.

Target statement: ""Trust me, you're not Jewish. That's how they get you.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Trust me, you're not Jewish. That's how they get you.","[""Rajesh!\nYou up?\nYou ready for breakfast?"", ""Oh, boy. Breakfast."", ""Okay, Raj, listen to me.\nYou need to get out of there."", ""But I have a cream sherry hangover and I smell blintzes."", ""If you don't leave now, she'll use food and guilt to keep you there for the rest of your life."", ""Oh, Howard, stop.""]",0
